Code départemental de l’établissement;Capacité de l’établissement par formation;Effectif des admis néo bacheliers généraux ayant eu une mention au bac;Sélectivité
67;20;16;formation sélective
51;24;8;formation sélective
987;24;0;formation sélective
31;12;0;formation sélective
28;26;0;formation sélective
65;48;20;formation sélective
35;15;0;formation sélective
86;14;0;formation sélective
88;24;3;formation sélective
38;178;65;formation non sélective
20;18;11;formation sélective
13;15;0;formation sélective
59;32;0;formation sélective
67;16;0;formation sélective
29;35;1;formation sélective
51;36;4;formation sélective
67;35;0;formation sélective
30;36;0;formation sélective
59;30;0;formation sélective
59;40;33;formation sélective
95;32;3;formation sélective
13;15;8;formation sélective
69;5;3;formation sélective
75;10;0;formation non sélective
80;105;30;formation sélective
19;10;0;formation sélective
26;24;0;formation sélective
26;34;0;formation sélective
62;30;20;formation sélective
75;35;28;formation sélective
31;9;0;formation sélective
57;2;0;formation sélective
34;115;42;formation non sélective
64;15;0;formation sélective
987;40;6;formation non sélective
75;60;47;formation sélective
75;60;58;formation sélective
59;180;167;formation sélective
31;30;26;formation sélective
75;25;3;formation non sélective
63;22;0;formation sélective
69;10;0;formation sélective
972;27;0;formation sélective
75;120;21;formation non sélective
2;24;0;formation sélective
21;8;1;formation sélective
75;32;22;formation sélective
75;320;40;formation non sélective
75;33;1;formation non sélective
44;30;6;formation non sélective
13;8;0;formation sélective
34;30;0;formation sélective
75;23;0;formation sélective
76;15;0;formation sélective
31;24;3;formation sélective
46;10;0;formation sélective
33;48;43;formation sélective
77;35;0;formation sélective
61;18;1;formation sélective
22;15;0;formation sélective
35;30;2;formation sélective
75;24;2;formation sélective
86;12;1;formation sélective
80;16;1;formation sélective
81;50;8;formation non sélective
31;300;34;formation non sélective
38;30;6;formation non sélective
974;12;0;formation sélective
76;15;0;formation sélective
76;15;0;formation sélective
42;24;1;formation sélective
38;10;8;formation sélective
31;98;44;formation non sélective
31;40;29;formation non sélective
38;10;6;formation sélective
33;75;38;formation non sélective
19;25;1;formation sélective
33;40;11;formation sélective
64;13;0;formation sélective
976;20;1;formation sélective
69;42;40;formation sélective
62;15;0;formation sélective
9;60;18;formation non sélective
75;32;13;formation sélective
44;90;25;formation non sélective
66;6;5;formation sélective
14;12;0;formation sélective
70;10;0;formation sélective
29;15;0;formation sélective
68;20;0;formation sélective
62;15;1;formation sélective
31;15;1;formation sélective
15;28;0;formation sélective
75;13;9;formation sélective
77;26;0;formation sélective
75;35;2;formation sélective
38;24;0;formation sélective
26;15;0;formation sélective
82;24;3;formation sélective
29;12;0;formation sélective
974;15;1;formation sélective
75;18;0;formation sélective
6;32;13;formation sélective
44;75;22;formation non sélective
44;9;8;formation sélective
59;80;7;formation non sélective
35;25;3;formation sélective
34;30;19;formation sélective
72;25;5;formation sélective
24;16;0;formation sélective
33;16;0;formation sélective
33;30;0;formation sélective
47;15;0;formation sélective
35;390;184;formation non sélective
75;97;8;formation sélective
76;40;13;formation sélective
51;17;7;formation sélective
59;50;19;formation sélective
78;36;13;formation sélective
75;15;3;formation sélective
971;100;16;formation non sélective
31;24;34;formation sélective
29;4;2;formation sélective
29;4;2;formation sélective
38;24;3;formation sélective
72;16;4;formation sélective
55;15;0;formation sélective
974;24;6;formation sélective
75;20;13;formation sélective
64;12;0;formation sélective
85;18;1;formation sélective
85;18;3;formation sélective
92;28;6;formation sélective
59;24;0;formation sélective
10;15;4;formation sélective
29;14;1;formation sélective
91;30;22;formation sélective
75;28;0;formation sélective
51;24;13;formation sélective
16;24;1;formation sélective
34;30;0;formation sélective
66;35;0;formation sélective
971;350;32;formation non sélective
47;15;0;formation sélective
68;30;2;formation sélective
57;24;0;formation sélective
987;30;3;formation sélective
49;20;6;formation sélective
59;15;0;formation sélective
34;24;5;formation sélective
10;15;0;formation sélective
77;35;5;formation sélective
29;24;0;formation sélective
31;12;0;formation sélective
80;18;0;formation sélective
976;30;0;formation sélective
74;15;0;formation sélective
82;24;2;formation sélective
30;30;8;formation sélective
7;12;0;formation sélective
35;35;9;formation sélective
60;15;0;formation sélective
69;15;0;formation sélective
44;80;8;formation non sélective
31;18;3;formation sélective
52;8;0;formation sélective
974;24;0;formation sélective
33;17;2;formation sélective
14;50;3;formation non sélective
6;35;22;formation sélective
6;482;165;formation non sélective
974;270;12;formation non sélective
86;110;40;formation non sélective
84;120;9;formation non sélective
83;20;3;formation sélective
68;180;76;formation non sélective
37;50;12;formation non sélective
91;24;3;formation sélective
974;6;0;formation sélective
93;24;0;formation sélective
16;8;0;formation sélective
86;240;65;formation non sélective
84;16;4;formation sélective
31;60;0;formation non sélective
51;35;8;formation non sélective
85;60;14;formation non sélective
68;20;1;formation non sélective
87;50;1;formation non sélective
86;800;5;formation sélective
34;22;2;formation sélective
78;15;0;formation sélective
92;75;4;formation non sélective
92;100;18;formation non sélective
92;65;5;formation non sélective
92;35;0;formation non sélective
93;35;5;formation sélective
20;20;6;formation non sélective
59;450;84;formation non sélective
69;4;1;formation sélective
59;150;134;formation sélective
45;15;0;formation sélective
86;9;0;formation sélective
3;80;15;formation non sélective
54;24;19;formation sélective
63;9;0;formation sélective
29;16;6;formation sélective
59;40;1;formation sélective
26;22;3;formation sélective
26;10;0;formation sélective
34;300;19;formation non sélective
33;5;1;formation sélective
51;4;0;formation sélective
34;25;8;formation sélective
67;14;7;formation sélective
30;15;3;formation sélective
39;24;6;formation sélective
69;15;5;formation sélective
29;20;7;formation sélective
92;15;3;formation sélective
69;17;7;formation sélective
21;15;3;formation sélective
15;18;2;formation sélective
38;10;3;formation sélective
31;15;5;formation sélective
75;15;4;formation sélective
75;14;3;formation sélective
75;9;5;formation sélective
75;12;5;formation sélective
95;20;0;formation sélective
3;5;0;formation sélective
3;5;0;formation sélective
79;24;0;formation sélective
45;15;3;formation sélective
77;12;0;formation sélective
94;8;2;formation sélective
94;15;4;formation sélective
94;23;6;formation sélective
94;12;2;formation sélective
93;16;5;formation sélective
92;15;4;formation sélective
77;10;4;formation sélective
75;12;4;formation sélective
75;15;5;formation sélective
75;15;6;formation sélective
75;6;1;formation sélective
75;7;2;formation sélective
75;15;6;formation sélective
31;15;4;formation sélective
31;12;1;formation sélective
972;23;0;formation sélective
93;45;19;formation sélective
93;12;0;formation sélective
87;20;1;formation sélective
973;30;1;formation non sélective
10;210;13;formation non sélective
974;12;0;formation sélective
56;18;6;formation sélective
972;30;0;formation sélective
66;15;1;formation sélective
95;12;1;formation sélective
3;30;0;formation sélective
1;15;0;formation sélective
93;15;0;formation sélective
971;16;0;formation sélective
75;50;44;formation sélective
6;45;0;formation non sélective
6;55;14;formation non sélective
6;60;21;formation non sélective
6;45;7;formation non sélective
974;15;0;formation sélective
49;18;7;formation sélective
29;22;11;formation sélective
69;5;0;formation sélective
69;6;0;formation sélective
94;15;0;formation sélective
59;10;0;formation sélective
53;12;0;formation sélective
59;12;0;formation sélective
69;3;0;formation sélective
75;20;6;formation sélective
75;1500;141;formation non sélective
13;14;0;formation sélective
68;80;9;formation non sélective
4;39;6;formation sélective
13;35;4;formation sélective
13;76;12;formation sélective
53;69;8;formation sélective
72;48;9;formation sélective
72;20;2;formation sélective
93;76;0;formation sélective
75;75;10;formation sélective
91;107;4;formation sélective
92;94;9;formation sélective
976;61;15;formation sélective
6;33;1;formation sélective
2;61;0;formation sélective
60;116;8;formation sélective
80;160;26;formation sélective
21;42;3;formation sélective
71;40;2;formation sélective
43;82;19;formation sélective
63;125;26;formation sélective
74;83;4;formation sélective
59;89;15;formation sélective
59;94;22;formation sélective
62;73;9;formation sélective
59;95;14;formation sélective
62;129;19;formation sélective
62;119;18;formation sélective
19;46;3;formation sélective
19;49;3;formation sélective
87;136;12;formation sélective
1;52;3;formation sélective
1;60;4;formation sélective
30;48;6;formation sélective
34;140;30;formation sélective
55;102;3;formation sélective
55;44;7;formation sélective
57;92;13;formation sélective
57;86;18;formation sélective
44;47;7;formation sélective
75;204;6;formation sélective
9;57;13;formation sélective
12;62;5;formation sélective
31;157;33;formation sélective
28;81;6;formation sélective
36;32;5;formation sélective
37;177;30;formation sélective
94;215;20;formation sélective
75;253;11;formation sélective
75;134;6;formation sélective
94;55;4;formation sélective
92;100;2;formation sélective
13;345;102;formation non sélective
33;30;26;formation sélective
76;40;8;formation sélective
974;15;3;formation sélective
84;20;12;formation sélective
22;50;5;formation sélective
35;77;23;formation sélective
25;158;14;formation sélective
55;15;0;formation sélective
45;120;12;formation non sélective
64;35;0;formation sélective
74;25;2;formation sélective
971;16;2;formation sélective
45;40;3;formation non sélective
45;90;17;formation non sélective
